row_index,membership_probability,description,baseline_comparison,proto,service,state,label,attack_cat,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,ct_src_dport_ltm,ct_dst_ltm,ct_dst_src_ltm,tcprtt,synack,ackdat
647,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=ggp, service=-, state=int",state_int is higher than clustered baseline; service_- is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ggp,-,INT,1,Exploits,3e-06,2,0,180,0,333333.3215,254,0,4,3,3,0.0,0.0,0.0
650,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; sttl is lower than clustered baseline; dtcpb is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.080797,32,24,3728,5474,680.718329,31,29,1,6,2,0.000696,0.000582,0.000114
654,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=dns, state=fin",djit is higher than clustered baseline; dmean is higher than clustered baseline; service_dns is higher than clustered baseline,tcp,dns,FIN,1,DoS,0.42307,10,12,522,7952,49.637174,62,252,1,1,2,0.053002,0.017974,0.035028
672,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=crtp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,crtp,-,INT,1,Exploits,8e-06,2,0,200,0,125000.0003,254,0,1,2,5,0.0,0.0,0.0
677,0.0,"unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=int",pkt_ratio_sd is higher than clustered baseline; dur is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,INT,1,Exploits,5.052801,42,0,2688,0,8.114311,254,0,1,1,1,0.0,0.0,0.0
686,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=int",smean is higher than clustered baseline; sbytes_per_pkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,-,INT,1,Fuzzers,8e-06,2,0,2962,0,125000.0003,254,0,1,1,1,0.0,0.0,0.0
692,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; dtcpb is higher than clustered baseline,tcp,-,FIN,1,Exploits,1.207053,30,100,1510,112222,106.871865,62,252,1,1,1,0.072912,0.023065,0.049847
696,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=ipv6, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,ipv6,-,INT,1,Exploits,9e-06,2,0,200,0,111111.1072,254,0,2,2,5,0.0,0.0,0.0
700,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=cftp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,cftp,-,INT,1,Exploits,8e-06,2,0,200,0,125000.0003,254,0,1,1,4,0.0,0.0,0.0
708,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=l2tp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,l2tp,-,INT,1,Exploits,9e-06,2,0,200,0,111111.1072,254,0,2,2,3,0.0,0.0,0.0
718,0.0,"unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=req",pkt_ratio_sd is higher than clustered baseline; dur is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,REQ,1,DoS,7.768967,20,0,5440,0,2.445628,254,0,1,1,4,0.0,0.0,0.0
720,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=mux, service=-, state=int",pkt_ratio_sd is higher than clustered baseline; sinpkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,mux,-,INT,1,DoS,1.512225,4,0,400,0,1.983832,254,0,1,1,6,0.0,0.0,0.0
734,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=narp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,narp,-,INT,1,Exploits,8e-06,2,0,200,0,125000.0003,254,0,3,3,6,0.0,0.0,0.0
735,0.0,"unusually long-lived connection; unusually high source TTL; unusually high destination TTL. Context: protocol=tcp, service=-, state=fin",dur is higher than clustered baseline; dinpkt is higher than clustered baseline; sinpkt is higher than clustered baseline,tcp,-,FIN,1,Fuzzers,49.050133,20,12,1190,536,0.632006,254,252,4,4,12,0.175526,0.07771,0.097816
737,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; dloss is higher than clustered baseline; spkts is higher than clustered baseline,tcp,ssh,FIN,0,Normal,1.207684,70,62,12472,12820,108.47208,31,29,1,6,2,0.001127,0.000946,0.000181
739,0.0,"unusually high source TTL. Context: protocol=sctp, service=-, state=con",state_con is higher than clustered baseline; service_- is higher than clustered baseline; sinpkt is higher than clustered baseline,sctp,-,CON,1,Reconnaissance,0.087682,4,2,536,440,57.024246,254,60,1,1,1,0.0,0.0,0.0
743,0.0,"extremely high destination-byte volume; very high destination packet count; unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=http, state=fin",dur is higher than clustered baseline; response_body_len is higher than clustered baseline; dloss is higher than clustered baseline,tcp,http,FIN,1,Exploits,13.086604,96,564,4514,745149,50.356838,62,252,1,2,4,0.194308,0.090932,0.103376
746,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; djit is higher than clustered baseline,tcp,-,FIN,1,Exploits,2.003936,24,62,1262,63966,42.416523,62,252,1,1,1,0.161843,0.074421,0.087422
747,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=sep, service=-, state=int",state_int is higher than clustered baseline; service_- is higher than clustered baseline; dbytes_per_pkt is lower than clustered baseline,sep,-,INT,1,Exploits,8e-06,2,0,104,0,125000.0003,254,0,1,1,1,0.0,0.0,0.0
749,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=mhrp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,mhrp,-,INT,1,Reconnaissance,8e-06,2,0,200,0,125000.0003,254,0,1,1,4,0.0,0.0,0.0
752,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=iatp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,iatp,-,INT,1,Exploits,7e-06,2,0,200,0,142857.1409,254,0,4,5,8,0.0,0.0,0.0
753,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=br-sat-mon, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,br-sat-mon,-,INT,1,Exploits,5e-06,2,0,200,0,200000.0051,254,0,2,2,7,0.0,0.0,0.0
763,0.0,"unusually high source TTL; unusually high destination TTL. Context: protocol=tcp, service=-, state=con",state_con is higher than clustered baseline; dtcpb is higher than clustered baseline; dinpkt is higher than clustered baseline,tcp,-,CON,1,Reconnaissance,0.557846,6,4,392,182,16.133485,254,252,1,1,1,0.12498,0.056387,0.068593
766,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=chaos, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,chaos,-,INT,1,Analysis,9e-06,2,0,200,0,111111.1072,254,0,1,1,10,0.0,0.0,0.0
770,0.0,"strongly source-heavy byte imbalance. Context: protocol=mobile, service=-, state=int",sload is lower than clustered baseline; sttl is lower than clustered baseline; rate is lower than clustered baseline,mobile,-,INT,1,Exploits,1.4e-05,1,0,60,0,0.0,0,0,3,3,4,0.0,0.0,0.0
781,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=sep, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,sep,-,INT,1,Exploits,3e-06,2,0,200,0,333333.3215,254,0,1,1,7,0.0,0.0,0.0
785,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=int",pkt_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; proto_udp is higher than clustered baseline,udp,-,INT,0,Normal,0.205106,4,0,178,0,14.626583,254,0,1,1,1,0.0,0.0,0.0
787,0.0,"unusually long-lived connection; unusually high source TTL; unusually high destination TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dur is higher than clustered baseline; dinpkt is higher than clustered baseline; sinpkt is higher than clustered baseline,tcp,-,FIN,1,Fuzzers,59.906666,18,8,9046,364,0.417316,254,252,3,3,4,0.237948,0.147488,0.09046
794,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=cbt, service=-, state=int",pkt_ratio_sd is higher than clustered baseline; sinpkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,cbt,-,INT,1,Exploits,1.051516,4,0,360,0,2.853023,254,0,9,9,10,0.0,0.0,0.0
797,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=scps, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,scps,-,INT,1,Exploits,3e-06,2,0,200,0,333333.3215,254,0,2,2,13,0.0,0.0,0.0
801,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=igp, service=-, state=int",state_int is higher than clustered baseline; service_- is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,igp,-,INT,1,Exploits,4e-06,2,0,180,0,250000.0006,254,0,7,7,7,0.0,0.0,0.0
802,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=idrp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,idrp,-,INT,1,Backdoor,5e-06,2,0,200,0,200000.0051,254,0,2,2,4,0.0,0.0,0.0
815,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dmean is higher than clustered baseline; djit is higher than clustered baseline; dloss is higher than clustered baseline,tcp,-,FIN,1,Exploits,2.416067,20,38,1110,31036,23.592062,62,252,1,1,1,0.123619,0.070048,0.053571
819,0.0,"unusually high source TTL; unusually high destination TTL. Context: protocol=tcp, service=http, state=fin",service_http is higher than clustered baseline; sjit is higher than clustered baseline; dttl is higher than clustered baseline,tcp,http,FIN,1,Fuzzers,0.429833,10,8,508,354,39.550244,254,252,3,3,10,0.108558,0.059506,0.049052
832,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=snmp, state=int",state_int is higher than clustered baseline; proto_udp is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,snmp,INT,1,DoS,3e-06,2,0,136,0,333333.3215,254,0,1,18,1,0.0,0.0,0.0
833,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=req",ct_state_ttl is higher than clustered baseline; service_- is higher than clustered baseline; proto_tcp is higher than clustered baseline,tcp,-,REQ,0,Normal,8e-06,2,0,90,0,125000.0003,254,0,1,4,10,0.0,0.0,0.0
863,0.0,"unusually long-lived connection; unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=udp, service=dns, state=req",dur is higher than clustered baseline; pkt_ratio_sd is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,dns,REQ,1,Fuzzers,58.85445,42,0,9660,0,0.696634,254,0,8,8,8,0.0,0.0,0.0
865,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=req",sinpkt is higher than clustered baseline; smean is higher than clustered baseline; sbytes_per_pkt is higher than clustered baseline,udp,-,REQ,1,Fuzzers,4e-06,2,0,1788,0,250000.0006,254,0,2,2,3,0.0,0.0,0.0
874,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=sctp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,sctp,-,INT,1,DoS,4e-06,2,0,200,0,250000.0006,254,0,4,5,17,0.0,0.0,0.0
876,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; sttl is lower than clustered baseline; dloss is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.249697,32,24,3728,5474,220.266964,31,29,1,1,5,0.000748,0.000603,0.000145
890,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=swipe, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,swipe,-,INT,1,Exploits,3e-06,2,0,200,0,333333.3215,254,0,2,5,15,0.0,0.0,0.0
891,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=vmtp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,vmtp,-,INT,1,Backdoor,8e-06,2,0,200,0,125000.0003,254,0,1,2,4,0.0,0.0,0.0
893,0.0,"strongly source-heavy byte imbalance. Context: protocol=arp, service=-, state=int",sinpkt is higher than clustered baseline; sload is lower than clustered baseline; sttl is lower than clustered baseline,arp,-,INT,0,Normal,0.0,1,0,46,0,0.0,0,0,1,1,1,0.0,0.0,0.0
898,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=uti, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,uti,-,INT,1,Exploits,6e-06,2,0,200,0,166666.6608,254,0,1,1,2,0.0,0.0,0.0
907,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=int",smean is higher than clustered baseline; sbytes_per_pkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,-,INT,1,Fuzzers,4e-06,2,0,2960,0,250000.0006,254,0,1,1,3,0.0,0.0,0.0
908,0.0,"extremely high destination-byte volume; very high destination packet count; unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=http, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; service_http is higher than clustered baseline,tcp,http,FIN,1,Exploits,1.817518,44,250,2258,318427,161.208858,62,252,1,1,1,0.116902,0.052205,0.064697
910,0.0,"unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=int",dur is higher than clustered baseline; pkt_ratio_sd is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,INT,1,DoS,13.790198,28,0,12832,0,1.957912,254,0,1,1,1,0.0,0.0,0.0
912,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; dloss is higher than clustered baseline; spkts is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.018331,106,114,9400,12298,11946.97469,31,29,1,2,2,0.000734,0.000588,0.000146
915,0.0,"extremely high source-byte volume; unusually high source TTL; unusually high destination TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=http, state=fin",smean is higher than clustered baseline; ackdat is higher than clustered baseline; sloss is higher than clustered baseline,tcp,http,FIN,0,Normal,1.501572,60,16,68195,698,49.947654,254,252,1,1,2,0.201299,0.071565,0.129734
923,0.0,"unusually high destination TTL; abnormally high TCP round-trip timing; slow ACK/data timing. Context: protocol=tcp, service=http, state=fin",ackdat is higher than clustered baseline; tcprtt is higher than clustered baseline; synack is higher than clustered baseline,tcp,http,FIN,1,Analysis,1.386803,10,10,830,1428,13.700576,62,252,1,2,1,0.343214,0.152244,0.19097
932,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=pop3, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; stcpb is higher than clustered baseline,tcp,pop3,FIN,1,Exploits,1.989211,30,94,1384,99280,61.833562,62,252,1,1,1,0.116226,0.053863,0.062363
933,0.0,"unusually high source TTL; unusually high destination TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",smean is higher than clustered baseline; sloss is higher than clustered baseline; ackdat is higher than clustered baseline,tcp,-,FIN,0,Normal,1.200278,60,14,68023,612,60.819241,254,252,1,1,4,0.18566,0.067745,0.117915
935,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; sttl is lower than clustered baseline; dloss is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.0069,32,24,3728,5474,7971.014585,31,29,1,2,1,0.000703,0.000591,0.000112
941,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=iatp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,iatp,-,INT,1,DoS,8e-06,2,0,200,0,125000.0003,254,0,1,1,4,0.0,0.0,0.0
943,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=chaos, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,chaos,-,INT,1,DoS,8e-06,2,0,200,0,125000.0003,254,0,1,1,3,0.0,0.0,0.0
952,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=rdp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,rdp,-,INT,1,Fuzzers,9e-06,2,0,200,0,111111.1072,254,0,1,1,7,0.0,0.0,0.0
957,0.0,"unusually long-lived connection; unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=int",dur is higher than clustered baseline; pkt_ratio_sd is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,INT,1,Exploits,56.709965,66,0,7128,0,1.146183,254,0,1,1,1,0.0,0.0,0.0
959,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=req",ct_state_ttl is higher than clustered baseline; service_- is higher than clustered baseline; proto_tcp is higher than clustered baseline,tcp,-,REQ,0,Normal,8e-06,2,0,90,0,125000.0003,254,0,1,7,15,0.0,0.0,0.0
968,0.0,"extremely high destination-byte volume; very high source packet count; very high destination packet count; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dur is higher than clustered baseline; dloss is higher than clustered baseline; dmean is higher than clustered baseline,tcp,-,FIN,0,Normal,7.424627,446,858,25056,1094788,175.497036,31,29,2,3,6,0.000601,0.000489,0.000112
981,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=ipcomp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,ipcomp,-,INT,1,Exploits,3e-06,2,0,200,0,333333.3215,254,0,1,1,3,0.0,0.0,0.0
986,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=pop3, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; dtcpb is higher than clustered baseline,tcp,pop3,FIN,1,Exploits,2.442916,26,66,1220,65354,37.250566,62,252,1,1,1,0.105826,0.076183,0.029643
993,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=xns-idp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,xns-idp,-,INT,1,DoS,9e-06,2,0,200,0,111111.1072,254,0,2,2,6,0.0,0.0,0.0
994,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",dtcpb is higher than clustered baseline; sloss is higher than clustered baseline; sttl is lower than clustered baseline,tcp,ssh,FIN,0,Normal,0.006957,32,24,3728,5474,7905.706345,31,29,1,5,2,0.000794,0.000638,0.000156
997,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=int",smean is higher than clustered baseline; sbytes_per_pkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,-,INT,1,Fuzzers,3e-06,2,0,2130,0,333333.3215,254,0,1,1,1,0.0,0.0,0.0
999,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",stcpb is higher than clustered baseline; sloss is higher than clustered baseline; sttl is lower than clustered baseline,tcp,ssh,FIN,0,Normal,0.26037,32,24,3728,5474,211.237865,31,29,1,2,1,0.000718,0.000599,0.000119
